,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2018-03-16-21-clemson,66.7,16,2.2,1,112.9,88.9,24,0.46,62,0.387,24,0.274,17,0.647,11,6,200,97.1,24.2,8,13,68,12,4.3,3,0.403,25,0.36,9,53.3,32,0.485,12.6,10,37,0.405,15,0.824,28,"March 16, 2018",33.3,11,10.8,4,97.1,75.8,25,0.61,59,0.559,33,0.153,9,0.778,7,9,200,112.9,11.1,3,18,79,5,8.6,6,0.237,14,0.429,6,46.7,28,0.624,11.3,8,45,0.6,27,0.727,24,"Viejas Arena, San Diego, California",NEW-MEXICO-STATE,New Mexico State,70.2,Home,CLEMSON,Clemson
2018-03-18-19-auburn,65.5,19,17.6,6,72.6,88.4,38,0.557,61,0.475,29,0.377,23,0.696,16,9,200,115.1,26.7,8,16,84,5,5.5,4,0.426,26,0.385,10,63.0,46,0.584,9.0,7,35,0.543,19,0.735,25,"March 18, 2018",52.9,9,8.6,3,115.1,73.3,22,0.311,66,0.258,17,0.227,15,0.8,12,8,200,72.6,11.6,5,19,53,4,5.5,4,0.485,32,0.219,7,37.0,27,0.362,7.6,6,34,0.294,10,0.765,26,"Viejas Arena, San Diego, California",AUBURN,Auburn,72.5,Away,CLEMSON,Clemson
2018-03-23-19-kansas,39.3,11,10.5,4,111.1,64.7,22,0.477,65,0.431,28,0.292,19,0.737,14,10,200,105.6,34.2,13,18,76,5,8.3,6,0.308,20,0.3,6,48.6,35,0.513,14.1,12,45,0.489,22,0.714,25,"March 23, 2018",50.0,14,11.1,5,105.6,65.8,25,0.55,60,0.467,28,0.367,22,0.636,14,7,200,111.1,35.3,12,22,80,1,5.6,4,0.367,22,0.455,10,51.4,37,0.568,15.7,13,38,0.474,18,0.811,30,"CenturyLink Center, Omaha, Nebraska",CLEMSON,Clemson,72.2,Home,KANSAS,Kansas
2018-03-14-21-arizona-state,50.0,10,10.0,2,94.9,75.0,24,0.48,49,0.408,20,0.469,23,0.565,13,13,200,101.7,27.3,9,16,60,11,8.5,5,0.408,20,0.35,7,50.8,33,0.501,14.5,10,29,0.448,13,0.618,21,"March 14, 2018",90.5,19,10.3,3,101.7,72.7,24,0.51,52,0.404,21,0.192,10,0.3,3,12,200,94.9,25.0,8,19,56,11,8.5,5,0.615,32,0.344,11,49.2,32,0.493,13.8,9,20,0.5,10,0.625,20,"University of Dayton Arena, Dayton, Ohio",ARIZONA-STATE,Arizona State,59.3,Away,SYRACUSE,Syracuse
2018-03-16-21-texas-christian,38.1,8,16.1,5,83.9,79.3,23,0.395,57,0.368,21,0.263,15,0.8,12,13,200,91.9,30.3,10,18,57,11,9.7,6,0.246,14,0.214,3,53.2,33,0.444,8.6,6,43,0.419,18,0.629,22,"March 16, 2018",73.7,14,9.3,4,91.9,69.7,23,0.427,48,0.396,19,0.354,17,0.647,11,12,200,83.9,20.7,6,16,52,6,4.8,3,0.354,17,0.176,3,46.8,29,0.464,19.0,13,31,0.516,16,0.636,21,"Little Caesars Arena, Detroit, Michigan",TEXAS-CHRISTIAN,TCU,61.6,Away,SYRACUSE,Syracuse
2018-03-18-14-michigan-state,20.0,3,20.7,6,84.1,43.5,20,0.369,42,0.357,15,0.738,31,0.774,24,13,200,87.3,18.2,4,20,55,11,7.9,5,0.19,8,0.125,1,35.3,24,0.485,16.5,11,34,0.412,14,0.639,23,"March 18, 2018",64.7,11,5.9,2,87.3,81.8,18,0.318,66,0.258,17,0.242,16,0.688,11,5,200,84.1,56.5,26,22,53,3,6.3,4,0.561,37,0.216,8,64.7,44,0.36,16.1,14,29,0.31,9,0.857,30,"Little Caesars Arena, Detroit, Michigan",MICHIGAN-STATE,Michigan State,62.7,Away,SYRACUSE,Syracuse
2018-03-23-21-duke,48.0,12,3.3,1,109.5,61.1,22,0.529,51,0.49,25,0.333,17,0.647,11,14,200,103.2,40.7,11,19,65,11,4.8,3,0.255,13,0.308,4,52.4,33,0.55,20.4,15,38,0.553,21,0.622,23,"March 23, 2018",59.1,13,5.3,2,103.2,59.3,16,0.438,56,0.393,22,0.5,28,0.714,20,7,200,109.5,38.9,14,16,69,2,12.7,8,0.464,26,0.192,5,47.6,30,0.498,9.3,7,30,0.567,17,0.806,29,"CenturyLink Center, Omaha, Nebraska",SYRACUSE,Syracuse,62.7,Home,DUKE,Duke
2019-03-21-14-florida-state,39.1,9,7.0,3,107.0,74.3,26,0.585,53,0.434,23,0.245,13,0.538,7,7,200,97.2,12.9,4,27,69,13,2.8,2,0.604,32,0.5,16,45.5,30,0.583,21.4,16,21,0.333,7,0.794,27,"March 21, 2019",28.6,6,19.0,4,97.2,87.1,27,0.409,55,0.382,21,0.673,37,0.838,31,7,200,107.0,25.7,9,18,76,4,12.7,9,0.218,12,0.25,3,54.5,36,0.524,8.9,7,43,0.419,18,0.8,28,"XL Center, Hartford, Connecticut",VERMONT,Vermont,70.9,Home,FLORIDA-STATE,Florida State
2019-03-23-18-florida-state,35.0,7,4.5,2,123.3,51.6,16,0.385,61,0.328,20,0.344,21,0.714,15,5,200,84.9,25.0,10,8,62,12,11.0,8,0.295,18,0.389,7,36.6,26,0.437,15.6,13,43,0.302,13,0.848,28,"March 23, 2019",58.3,21,14.0,6,84.9,75.0,30,0.585,71,0.507,36,0.127,9,0.778,7,7,200,123.3,48.4,15,16,90,4,15.1,11,0.38,27,0.407,11,63.4,45,0.598,13.8,12,44,0.568,25,0.806,29,"XL Center, Hartford, Connecticut",MURRAY-STATE,Murray State,73.1,Home,FLORIDA-STATE,Florida State
2019-03-28-19-gonzaga,41.7,10,14.0,6,96.0,75.7,28,0.418,61,0.393,24,0.18,11,0.636,7,8,200,77.3,14.7,5,20,58,4,12.0,9,0.328,20,0.15,3,46.5,33,0.438,16.5,13,41,0.512,21,0.784,29,"March 28, 2019",44.0,11,14.6,6,77.3,85.3,29,0.46,62,0.403,25,0.323,20,0.75,15,3,200,96.0,24.3,9,16,72,1,8.0,6,0.306,19,0.368,7,53.5,38,0.503,15.5,13,43,0.419,18,0.917,33,"Honda Center, Anaheim, California",FLORIDA-STATE,Florida State,74.9,Home,GONZAGA,Gonzaga
2019-03-22-21-north-carolina,50.0,11,1.9,1,117.3,56.4,22,0.536,55,0.4,22,0.273,15,0.933,14,16,200,97.3,3.1,1,14,73,16,8.0,6,0.745,41,0.366,15,32.4,23,0.588,16.3,12,14,0.5,7,0.515,17,"March 22, 2019",45.7,16,0.0,0,97.3,96.9,31,0.513,75,0.467,35,0.2,15,0.733,11,6,200,117.3,43.6,17,16,88,1,4.0,3,0.293,22,0.318,7,67.6,48,0.536,11.9,11,53,0.528,28,0.824,28,"Nationwide Arena, Columbus, Ohio",IONA,Iona,74.6,Home,NORTH-CAROLINA,UNC
2019-03-24-14-north-carolina,34.8,8,11.9,5,115.7,51.9,14,0.458,60,0.383,23,0.167,10,0.4,4,9,200,84.3,13.9,5,10,59,9,10.0,7,0.483,29,0.31,9,30.2,19,0.456,13.4,10,31,0.452,14,0.75,27,"March 24, 2019",56.3,18,3.2,1,84.3,86.1,31,0.579,63,0.508,32,0.159,10,0.8,8,6,200,115.7,48.1,13,13,81,1,7.1,5,0.333,21,0.429,9,69.8,44,0.598,18.2,15,42,0.548,23,0.829,29,"Nationwide Arena, Columbus, Ohio",WASHINGTON,Washington,69.8,Home,NORTH-CAROLINA,UNC
2019-03-29-19-north-carolina,58.3,21,16.2,6,108.1,65.0,26,0.674,66,0.545,36,0.258,17,0.471,8,9,200,131.1,29.4,10,17,97,5,10.8,8,0.561,37,0.459,17,48.6,36,0.655,10.9,9,29,0.655,19,0.763,29,"March 29, 2019",57.1,16,6.9,2,131.1,70.6,24,0.485,65,0.431,28,0.338,22,0.773,17,7,200,108.1,35.0,14,16,80,1,9.5,7,0.431,28,0.25,7,51.4,38,0.53,15.8,14,37,0.568,21,0.806,29,"Sprint Center, Kansas City, Missouri",NORTH-CAROLINA,UNC,74.3,Away,AUBURN,Auburn
2019-03-22-21-virginia-tech,31.6,6,7.9,3,98.5,82.8,24,0.404,52,0.365,19,0.308,16,0.625,10,13,200,77.6,33.3,11,23,52,13,9.0,6,0.442,23,0.174,4,56.5,35,0.436,23.4,18,29,0.517,15,0.639,23,"March 22, 2019",50.0,10,0.0,0,77.6,66.7,22,0.458,48,0.417,20,0.563,27,0.815,22,8,200,98.5,17.2,5,14,66,4,13.4,9,0.208,10,0.4,4,43.5,27,0.543,15.5,11,38,0.421,16,0.758,25,"SAP Center, San Jose, California",SAINT-LOUIS,Saint Louis,66.7,Home,VIRGINIA-TECH,Virginia Tech
2019-03-24-19-virginia-tech,61.1,11,9.8,4,106.3,80.6,29,0.489,47,0.383,18,0.298,14,0.857,12,7,200,92.1,10.3,3,15,58,12,3.2,2,0.66,31,0.323,10,49.2,32,0.541,17.1,11,16,0.5,8,0.806,29,"March 24, 2019",45.8,11,6.3,1,92.1,89.7,26,0.482,57,0.421,24,0.281,16,0.75,12,8,200,106.3,19.4,7,14,67,4,15.9,10,0.281,16,0.438,7,50.8,33,0.519,9.9,7,41,0.415,17,0.765,26,"SAP Center, San Jose, California",LIBERTY,Liberty,63.1,Home,VIRGINIA-TECH,Virginia Tech
2019-03-29-21-duke,76.0,19,8.3,3,111.9,70.8,17,0.476,62,0.403,25,0.29,18,0.778,14,9,200,109.0,37.1,13,15,73,4,6.0,4,0.419,26,0.346,9,50.8,30,0.517,13.6,11,36,0.444,16,0.743,26,"March 29, 2019",71.0,22,16.7,6,109.0,62.9,22,0.607,56,0.554,31,0.179,10,0.7,7,5,200,111.9,29.2,7,15,75,1,9.0,6,0.357,20,0.3,6,49.2,29,0.617,15.4,11,36,0.694,25,0.865,32,"Capital One Arena, Washington, District of Columbia",VIRGINIA-TECH,Virginia Tech,66.7,Home,DUKE,Duke
2019-03-22-19-houston,27.8,5,2.9,1,121.7,60.0,18,0.35,60,0.3,18,0.283,17,0.765,13,10,200,79.7,15.0,6,11,55,14,8.7,6,0.383,23,0.261,6,34.3,24,0.404,9.4,7,37,0.324,12,0.706,24,"March 22, 2019",66.7,22,13.5,5,79.7,85.0,34,0.578,64,0.516,33,0.203,13,0.769,10,3,200,121.7,40.0,12,14,84,3,4.3,3,0.453,29,0.276,8,65.7,46,0.599,13.6,11,35,0.714,25,0.914,32,"BOK Center, Tulsa, Oklahoma",GEORGIA-STATE,Georgia State,69.1,Home,HOUSTON,Houston
2019-03-24-20-houston,63.2,12,0.0,0,112.1,76.7,23,0.49,49,0.388,19,0.327,16,0.688,11,15,200,89.4,17.6,6,20,59,11,6.1,4,0.592,29,0.345,10,45.3,29,0.521,20.0,14,20,0.45,9,0.571,20,"March 24, 2019",38.5,10,10.0,2,89.4,82.4,28,0.509,56,0.464,26,0.446,25,0.68,17,3,200,112.1,23.3,7,20,74,3,18.2,12,0.339,19,0.263,5,54.7,35,0.545,8.2,6,37,0.568,21,0.917,33,"BOK Center, Tulsa, Oklahoma",OHIO-STATE,Ohio State,65.7,Home,HOUSTON,Houston
2019-03-29-21-kentucky,52.4,11,2.9,1,106.9,58.3,14,0.462,53,0.396,21,0.226,12,0.75,9,4,200,100.0,22.6,7,23,58,3,10.3,6,0.377,20,0.35,7,38.2,21,0.494,10.7,7,33,0.424,14,0.892,33,"March 29, 2019",50.0,11,6.1,2,100.0,77.4,24,0.522,46,0.478,22,0.413,19,0.737,14,6,200,106.9,41.7,10,13,62,2,6.9,4,0.261,12,0.333,4,61.8,34,0.563,19.3,13,34,0.529,18,0.833,30,"Sprint Center, Kansas City, Missouri",HOUSTON,Houston,58.4,Home,KENTUCKY,Kentucky
2016-03-17-indiana,32.1,9,5.0,2,135.6,66.7,14,0.5,59,0.475,28,0.305,18,0.833,15,6,200,101.4,24.1,7,19,74,12,9.6,7,0.288,17,0.176,3,42.0,21,0.548,18.3,15,42,0.595,25,0.829,29,"March 17, 2016",62.2,23,11.9,5,101.4,75.9,22,0.737,57,0.649,37,0.316,18,0.833,15,7,200,135.6,33.3,7,16,99,5,13.7,10,0.298,17,0.588,10,58.0,29,0.755,15.6,12,40,0.675,27,0.788,26,"Wells Fargo Arena, Des Moines, Iowa",CHATTANOOGA,Chattanooga,73.1,Home,INDIANA,Indiana
2016-03-19-kentucky,52.0,13,9.8,4,95.7,71.9,23,0.538,52,0.481,25,0.442,23,0.739,17,7,200,104.3,20.7,6,22,73,5,7.1,5,0.404,21,0.286,6,47.5,29,0.58,15.0,11,31,0.613,19,0.794,27,"March 19, 2016",33.3,8,6.5,2,104.3,79.3,23,0.456,57,0.421,24,0.333,19,0.789,15,9,200,95.7,28.1,9,24,67,4,8.6,6,0.281,16,0.25,4,52.5,32,0.507,19.7,16,41,0.488,20,0.75,27,"Wells Fargo Arena, Des Moines, Iowa",KENTUCKY,Kentucky,70.5,Away,INDIANA,Indiana
2016-03-25-north-carolina,52.0,13,2.4,1,136.5,55.2,16,0.516,61,0.41,25,0.426,26,0.885,23,8,200,116.2,35.3,12,27,86,5,2.7,2,0.508,31,0.419,13,44.4,28,0.586,14.2,12,30,0.4,12,0.771,27,"March 25, 2016",62.5,20,16.7,5,116.2,64.7,22,0.605,62,0.516,32,0.532,33,0.788,26,6,200,136.5,44.8,13,22,101,1,9.5,7,0.323,20,0.55,11,55.6,35,0.65,10.5,9,42,0.5,21,0.838,31,East - Regional Semifinal,INDIANA,Indiana,73.5,Home,NORTH-CAROLINA,UNC
2016-03-18-maryland,33.3,8,9.1,2,116.2,76.5,13,0.492,59,0.407,24,0.288,17,0.941,16,8,200,108.8,26.7,8,19,74,12,7.4,5,0.492,29,0.345,10,44.7,21,0.552,14.2,11,30,0.467,14,0.765,26,"March 18, 2016",43.5,10,10.0,3,108.8,73.3,22,0.611,45,0.511,23,0.6,27,0.889,24,8,200,116.2,23.5,4,17,79,5,7.4,5,0.511,23,0.391,9,55.3,26,0.683,18.6,13,22,0.636,14,0.765,26,South - First Round,SOUTH-DAKOTA-STATE,South Dakota State,68.5,Home,MARYLAND,Maryland
2016-03-20-maryland,56.5,13,3.3,1,104.3,92.9,26,0.357,70,0.329,23,0.214,15,0.667,10,6,200,85.7,32.7,16,22,60,13,2.9,2,0.271,19,0.211,4,54.5,42,0.389,9.5,8,51,0.373,19,0.824,28,"March 20, 2016",36.4,8,13.7,7,85.7,67.3,33,0.469,48,0.458,22,0.646,31,0.903,28,8,200,104.3,7.1,2,18,73,5,7.1,5,0.375,18,0.056,1,45.5,35,0.582,14.0,10,30,0.7,21,0.771,27,South - Second Round,HAWAII,Hawaii,69.9,Home,MARYLAND,Maryland
2016-03-24-kansas,40.9,9,13.2,7,112.9,65.6,21,0.445,55,0.4,22,0.364,20,0.7,14,9,200,90.0,14.3,5,23,63,5,10.0,7,0.455,25,0.2,5,38.8,26,0.488,12.4,9,30,0.567,17,0.75,27,"March 24, 2016",48.3,14,3.3,1,90.0,85.7,30,0.492,62,0.468,29,0.339,21,0.857,18,4,200,112.9,34.4,11,20,79,1,7.1,5,0.145,9,0.333,3,61.2,41,0.549,13.4,11,53,0.491,26,0.892,33,"KFC Yum! Center, Louisville, Kentucky",MARYLAND,Maryland,70.2,Home,KANSAS,Kansas
2016-03-18-wisconsin,33.3,6,8.8,3,83.9,80.0,28,0.406,48,0.375,18,0.146,7,0.571,4,12,200,76.8,22.6,7,19,43,10,5.4,3,0.229,11,0.273,3,53.0,35,0.419,15.0,9,37,0.405,15,0.636,21,"March 18, 2016",35.3,6,5.4,2,76.8,77.4,24,0.358,53,0.321,17,0.283,15,0.6,9,12,200,83.9,20.0,7,11,47,7,10.7,6,0.358,19,0.211,4,47.0,31,0.391,9.1,6,34,0.382,13,0.636,21,"Scottrade Center, St. Louis, Missouri",PITTSBURGH,Pitt,56.2,Home,WISCONSIN,Wisconsin
2016-03-20-xavier,48.0,12,15.8,6,90.0,90.9,30,0.492,59,0.424,25,0.22,13,0.615,8,12,200,94.3,19.4,7,21,66,7,4.3,3,0.458,27,0.296,8,53.6,37,0.506,15.6,12,32,0.531,17,0.647,22,"March 20, 2016",45.5,10,3.1,1,94.3,80.6,29,0.454,54,0.407,22,0.389,21,0.667,14,6,200,90.0,9.1,3,17,63,2,11.4,8,0.296,16,0.313,5,46.4,32,0.492,11.2,8,38,0.447,17,0.824,28,"Scottrade Center, St. Louis, Missouri",XAVIER,Xavier,69.6,Away,WISCONSIN,Wisconsin
2016-03-25-notre-dame,47.8,11,9.5,4,96.8,69.7,23,0.456,57,0.404,23,0.105,6,0.667,4,13,200,88.9,38.7,12,15,56,7,12.7,8,0.351,20,0.3,6,54.7,35,0.468,22.2,17,37,0.459,17,0.629,22,"March 25, 2016",59.1,13,16.2,6,88.9,61.3,19,0.436,55,0.4,22,0.255,14,0.929,13,11,200,96.8,30.3,10,9,61,6,15.9,10,0.236,13,0.308,4,45.3,29,0.495,14.1,10,42,0.429,18,0.686,24,East - Regional Semifinal,WISCONSIN,Wisconsin,63.3,Home,NOTRE-DAME,Notre Dame
2017-03-17-michigan,48.6,17,11.1,3,133.3,88.0,22,0.602,64,0.547,35,0.25,16,0.875,14,13,200,131.9,48.0,12,22,91,10,4.3,3,0.25,16,0.438,7,68.0,34,0.635,12.3,10,48,0.583,28,0.606,20,"March 17, 2017",65.5,19,12.5,6,131.9,52.0,13,0.661,56,0.518,29,0.393,22,0.818,18,11,200,133.3,12.0,3,14,92,7,7.2,5,0.518,29,0.552,16,32.0,16,0.692,5.7,4,27,0.481,13,0.694,25,"Bankers Life Fieldhouse, Indianapolis, Indiana",OKLAHOMA-STATE,Oklahoma State,68.5,Home,MICHIGAN,Michigan
2017-03-19-louisville,39.3,11,9.8,4,106.2,60.7,17,0.544,57,0.491,28,0.246,14,0.786,11,11,200,112.3,21.4,6,15,73,7,6.2,4,0.298,17,0.353,6,41.1,23,0.573,8.7,6,40,0.55,22,0.703,26,"March 19, 2017",42.9,12,12.5,5,112.3,78.6,22,0.5,61,0.459,28,0.197,12,0.667,8,9,200,106.2,39.3,11,18,69,2,6.2,4,0.328,20,0.25,5,58.9,33,0.517,14.2,11,41,0.561,23,0.735,25,"Bankers Life Fieldhouse, Indianapolis, Indiana",LOUISVILLE,Louisville,65.2,Away,MICHIGAN,Michigan
2017-03-23-oregon,64.0,16,4.9,2,104.5,81.8,27,0.526,58,0.431,25,0.121,7,1.0,7,12,200,103.0,6.3,2,16,68,7,4.5,3,0.534,31,0.355,11,44.6,29,0.554,11.6,8,27,0.519,14,0.684,26,"March 23, 2017",57.7,15,11.1,3,103.0,93.8,30,0.517,58,0.448,26,0.276,16,0.563,9,5,200,104.5,18.2,6,9,69,3,9.1,6,0.293,17,0.471,8,55.4,36,0.526,7.1,5,41,0.439,18,0.865,32,"Sprint Center, Kansas City, Missouri",MICHIGAN,Michigan,66.0,Home,OREGON,Oregon
2017-03-16-purdue,77.8,21,2.5,1,123.1,65.5,19,0.525,61,0.443,27,0.164,10,0.6,6,6,200,107.7,22.2,8,17,70,13,9.2,6,0.443,27,0.37,10,41.5,27,0.532,8.4,6,34,0.5,17,0.829,29,"March 16, 2017",51.6,16,17.6,6,107.7,77.8,28,0.592,60,0.517,31,0.233,14,0.643,9,7,200,123.1,34.5,10,15,80,4,3.1,2,0.333,20,0.45,9,58.5,38,0.6,13.1,10,40,0.55,22,0.788,26,"BMO Harris Bradley Center, Milwaukee, Wisconsin",VERMONT,Vermont,65.2,Home,PURDUE,Purdue
2017-03-18-purdue,46.7,14,7.9,3,111.1,72.4,21,0.558,60,0.5,30,0.233,14,0.643,9,11,200,105.6,6.5,2,16,76,5,9.7,7,0.383,23,0.304,7,38.3,23,0.57,9.6,7,37,0.622,23,0.686,24,"March 18, 2017",87.1,27,2.7,1,105.6,93.5,29,0.547,64,0.484,31,0.234,15,0.667,10,7,200,111.1,27.6,8,15,80,4,8.3,6,0.406,26,0.308,8,61.7,37,0.562,12.4,10,38,0.605,23,0.794,27,"BMO Harris Bradley Center, Milwaukee, Wisconsin",IOWA-STATE,Iowa State,72.4,Home,PURDUE,Purdue
2017-03-23-kansas,70.8,17,0.0,0,138.0,64.5,20,0.518,56,0.429,24,0.214,12,0.667,8,8,200,93.0,22.6,7,18,66,4,8.5,6,0.482,27,0.37,10,43.5,27,0.535,20.7,16,29,0.483,14,0.771,27,"March 23, 2017",52.9,18,6.9,2,93.0,77.4,24,0.669,62,0.548,34,0.355,22,0.682,15,4,200,138.0,35.5,11,15,98,1,12.7,9,0.452,28,0.536,15,56.5,35,0.676,11.2,9,34,0.559,19,0.886,31,"Sprint Center, Kansas City, Missouri",PURDUE,Purdue,70.6,Home,KANSAS,Kansas
2017-03-16-wisconsin,60.9,14,6.9,2,127.3,56.3,18,0.541,49,0.469,23,0.531,26,0.808,21,11,200,112.1,17.4,4,18,74,9,4.5,3,0.347,17,0.412,7,40.0,22,0.603,11.7,8,32,0.5,16,0.667,22,"March 16, 2017",73.1,19,9.4,3,112.1,82.6,19,0.542,60,0.433,26,0.417,25,0.76,19,9,200,127.3,43.8,14,22,84,8,6.1,4,0.517,31,0.419,13,60.0,33,0.584,10.1,8,29,0.448,13,0.743,26,"KeyBank Center, Buffalo, New York",VIRGINIA-TECH,Virginia Tech,65.6,Home,WISCONSIN,Wisconsin
2017-03-18-villanova,38.5,10,14.3,5,103.3,65.5,19,0.592,49,0.531,26,0.327,16,0.438,7,9,200,108.3,33.3,9,19,65,8,6.7,4,0.367,18,0.333,6,50.0,28,0.574,20.0,14,31,0.645,20,0.75,27,"March 18, 2017",23.8,5,3.2,1,108.3,66.7,18,0.461,51,0.412,21,0.412,21,0.714,15,4,200,103.3,34.5,10,16,62,1,13.3,8,0.314,16,0.313,5,50.0,28,0.508,11.7,8,35,0.457,16,0.889,32,"KeyBank Center, Buffalo, New York",VILLANOVA,Villanova,60.3,Away,WISCONSIN,Wisconsin
2017-03-24-florida,50.0,14,5.0,2,110.5,68.6,24,0.573,55,0.509,28,0.545,30,0.667,20,10,225,109.2,28.6,8,26,83,8,11.8,9,0.309,17,0.412,7,50.8,32,0.599,16.0,13,38,0.553,21,0.73,27,"March 24, 2017",35.7,10,18.4,7,109.2,71.4,20,0.516,62,0.452,28,0.452,28,0.714,20,8,225,110.5,31.4,11,24,84,4,5.3,4,0.355,22,0.364,8,49.2,31,0.558,14.9,13,40,0.5,20,0.771,27,"Madison Square Garden (IV), New York, New York",WISCONSIN,Wisconsin,67.4,Home,FLORIDA,Florida
2018-03-16-12-purdue,38.9,7,13.5,5,102.8,74.3,26,0.4,50,0.36,18,0.32,16,0.5,8,12,200,66.7,5.9,2,24,48,15,4.2,3,0.36,18,0.222,4,40.6,28,0.417,21.9,16,32,0.438,14,0.625,20,"March 16, 2018",43.5,10,12.5,4,66.7,94.1,32,0.466,59,0.39,23,0.458,27,0.704,19,6,200,102.8,25.7,9,18,74,2,6.9,5,0.373,22,0.409,9,59.4,41,0.515,11.3,9,37,0.378,14,0.829,29,"Little Caesars Arena, Detroit, Michigan",CAL-STATE-FULLERTON,Cal State Fullerton,71.7,Home,PURDUE,Purdue
2018-03-18-12-purdue,44.4,12,10.7,3,122.6,69.6,16,0.545,55,0.491,27,0.255,14,0.929,13,14,200,117.7,32.0,8,20,73,10,8.1,5,0.364,20,0.3,6,50.0,24,0.592,11.6,8,35,0.6,21,0.6,21,"March 18, 2018",46.2,12,8.6,3,117.7,68.0,17,0.606,52,0.5,26,0.346,18,0.722,13,6,200,122.6,30.4,7,15,76,2,4.8,3,0.462,24,0.458,11,50.0,24,0.628,11.8,8,28,0.536,15,0.833,30,"Little Caesars Arena, Detroit, Michigan",BUTLER,Butler,61.6,Home,PURDUE,Purdue
2018-03-23-21-purdue,53.6,15,12.5,5,95.6,72.4,21,0.517,59,0.475,28,0.305,18,0.944,17,9,200,114.7,35.5,11,12,78,3,7.4,5,0.288,17,0.294,5,53.3,32,0.577,13.0,10,42,0.548,23,0.75,27,"March 23, 2018",30.8,8,4.8,2,114.7,64.5,20,0.509,58,0.448,26,0.103,6,1.0,6,7,200,95.6,27.6,8,19,65,2,7.4,5,0.31,18,0.389,7,46.7,28,0.534,21.9,17,40,0.475,19,0.811,30,"TD Garden, Boston, Massachusetts",PURDUE,Purdue,68.2,Away,TEXAS-TECH,Texas Tech
2019-03-21-21-michigan,50.0,10,8.8,3,107.2,79.2,19,0.383,60,0.333,20,0.217,13,0.692,9,9,200,79.7,17.5,7,19,55,15,11.6,8,0.4,24,0.25,6,40.6,26,0.416,13.2,10,36,0.389,14,0.743,26,"March 21, 2019",60.0,15,2.8,1,79.7,82.5,33,0.539,51,0.49,25,0.471,24,0.792,19,6,200,107.2,20.8,5,14,74,2,8.7,6,0.333,17,0.294,5,59.4,38,0.593,15.2,11,34,0.588,20,0.829,29,"Wells Fargo Arena, Des Moines, Iowa",MONTANA,Montana,68.8,Home,MICHIGAN,Michigan
2019-03-23-17-michigan,57.9,11,0.0,0,108.5,69.7,23,0.427,55,0.345,19,0.036,2,1.0,2,16,200,83.1,14.7,5,13,49,10,8.5,5,0.473,26,0.346,9,41.8,28,0.438,11.1,7,29,0.345,10,0.556,20,"March 23, 2019",54.2,13,10.3,3,83.1,85.3,29,0.482,57,0.421,24,0.211,12,0.75,9,6,200,108.5,30.3,10,10,64,2,8.5,5,0.368,21,0.333,7,58.2,39,0.51,11.4,8,36,0.472,17,0.833,30,"Wells Fargo Arena, Des Moines, Iowa",FLORIDA,Florida,59.3,Home,MICHIGAN,Michigan
2019-03-28-21-michigan,50.0,12,13.3,4,68.8,77.4,24,0.491,55,0.436,24,0.182,10,0.9,9,6,200,98.4,10.3,3,17,63,3,12.5,8,0.345,19,0.316,6,45.0,27,0.527,10.5,7,36,0.5,18,0.829,29,"March 28, 2019",56.3,9,5.6,2,98.4,89.7,26,0.337,49,0.327,16,0.347,17,0.647,11,7,200,68.8,22.6,7,13,44,2,7.8,5,0.388,19,0.053,1,55.0,33,0.385,19.9,14,30,0.5,15,0.811,30,"Honda Center, Anaheim, California",MICHIGAN,Michigan,63.9,Away,TEXAS-TECH,Texas Tech
