Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
TX-Pan Am,17.5,0.349,14.4,0.348,52.6,0.449,55.4,0.486,17.8,19.2,20.7,19.9,0.636,14,14.8,68.7,8.1,10.7,19.9,24.1,0.429,0.625
TX-San Ant,22.1,0.334,19.5,0.354,54,0.447,53.9,0.523,16.6,18.3,19.7,18.5,0.676,13.5,13.3,66.7,9.6,9.9,19.4,23.4,0.313,0.286
U Mass,21.2,0.336,19.5,0.324,58.5,0.489,59.9,0.468,19.1,18.5,20.9,20.9,0.719,14.5,13.4,72.8,10.2,10.4,23.5,22.7,0.636,0.75
U Penn,15.9,0.343,17.7,0.344,52.3,0.461,52.9,0.459,20.8,17.3,18,23.8,0.717,15.9,14.5,69.3,7,9.9,21.2,22.6,0.29,0.455
UAB,19.8,0.328,18.3,0.361,59.7,0.479,55.7,0.49,18.8,16.5,17.6,21.5,0.719,15.5,16,72.7,10.8,9.3,22.3,22.9,0.469,0.556
UC Davis,20.5,0.405,21.2,0.368,53.3,0.516,59.4,0.465,17.1,16.9,17.5,18.4,0.719,14,10.6,68.8,6.9,9.8,23.9,21.5,0.452,0.5
UC Irvine,20.2,0.328,16.7,0.323,57.7,0.474,57.5,0.425,17.7,17.6,17.4,21.8,0.673,12.5,10.9,68.5,9.8,10.5,24.8,23.9,0.543,0.5
UC Riverside,16.1,0.287,20.6,0.369,51.7,0.463,53,0.475,15.8,15.6,16.8,17.3,0.58,14.5,11.5,65.3,8.6,7.8,22.1,22.1,0.143,0.167
UCLA,14.7,0.333,19.2,0.324,60.9,0.489,62.3,0.469,15,16.1,20.2,15.3,0.724,11.2,14,72.1,9.4,11.6,24.2,23.8,0.714,0.846
UCSB,22.6,0.342,19.3,0.373,53.4,0.469,54.1,0.453,18.4,16.2,16.1,20.7,0.694,14.5,11.8,66.4,9.4,9.1,21.9,21.8,0.31,0.333
UMKC,18.3,0.335,15.8,0.401,51.9,0.459,51.3,0.52,18.7,15,15.7,21.7,0.666,15,12.5,66,8.4,8,19.7,21.9,0.226,0.4
UNLV,19.8,0.326,18.5,0.316,57.2,0.49,58.5,0.426,17,18,21,17.3,0.704,14,12.8,70.7,10.4,8.9,26.3,22,0.706,0.546
USC,15.2,0.342,17.8,0.345,57,0.457,56.4,0.447,18.1,15.6,17.1,21.2,0.693,13.3,12,69.5,8.8,9.2,23.5,23.8,0.438,0.7
Utah,16.5,0.355,19.3,0.339,51.8,0.466,56,0.448,15.5,15.3,16.1,17.1,0.758,12.7,10.8,65.1,7.1,9.8,23,21.9,0.419,0.333
Utah State,16,0.353,20.9,0.338,51.2,0.516,55.1,0.46,16.3,18.7,20.7,16.9,0.72,13.2,9.5,64,10.4,8.5,25,18,0.667,0.429
Utah Val St,17,0.321,18.9,0.344,53.6,0.503,57.5,0.5,14.9,16,16.4,15.8,0.714,12.4,11.4,66.8,7.4,9.3,22.6,22.6,0.357,0.571
VA Military,27.3,0.322,18.8,0.363,63.3,0.499,63.6,0.498,17.3,16.2,19.3,19.5,0.654,12.7,13.5,74.1,11.4,12,21.9,25.6,0.393,0.6
VA Tech,18.1,0.314,22,0.348,58,0.477,59.5,0.488,18.8,17.6,21.3,22.7,0.709,12,10.7,70.6,9.4,10.5,23.1,23.7,0.406,0.429
Valparaiso,20,0.371,13.8,0.338,49.9,0.557,52.6,0.445,17.3,19.2,20.8,19.4,0.735,14.7,13.1,67,7.6,7.9,22,18.5,0.758,0.714
Vanderbilt,22.2,0.35,17.8,0.311,50.6,0.453,52.2,0.457,16.4,16.8,17.8,17.5,0.635,12.2,11.4,63.1,8.1,8.8,22.6,22.6,0.485,0.333
VCU,22.2,0.351,16.7,0.329,62.3,0.505,50.7,0.501,19.7,17.1,18.6,20.4,0.701,11.7,19.7,70.5,12.4,9.4,19.8,21.6,0.75,0.6
Vermont,14.9,0.322,18.3,0.327,49.3,0.487,50.7,0.453,16.2,19.8,22.1,17.1,0.709,12.8,12.8,63.2,9.4,8.4,22.5,19,0.636,0.286
Villanova,18.2,0.332,19.2,0.373,51.5,0.46,53.4,0.425,19.1,21.4,26.1,21.9,0.721,15.6,15,70.1,9.6,8.6,23.3,20.7,0.576,0.375
Virginia,15.8,0.385,17.1,0.312,51.1,0.489,50.3,0.427,15.7,15.4,16.1,16,0.706,11.2,12.9,62.8,7.4,7.7,22,20.7,0.657,0.333
W Carolina,18.3,0.34,17.1,0.325,58.2,0.46,52.6,0.505,19.8,16.2,18,24.8,0.71,12.6,13.6,68.3,11,9.8,19.8,22.2,0.387,0.455
W Illinois,13.1,0.387,15.7,0.342,44.9,0.489,48.9,0.432,12.8,16,17.9,13.9,0.649,11.3,11.3,59.1,6.1,7.2,21.7,19.8,0.69,0.8
W Kentucky,19.7,0.327,17,0.324,54.4,0.483,54.2,0.476,19.1,18.9,20.4,20.5,0.68,14.9,14,68.3,11.1,9.2,22.5,21.3,0.543,0.546
W Michigan,16.7,0.32,19.1,0.345,51.7,0.482,54.4,0.444,18.1,19.5,23.7,19.3,0.702,14.8,12.6,67.4,10.3,8.7,23,19.6,0.618,0.643
W Virginia,16.9,0.316,17.5,0.381,55.2,0.45,52.7,0.48,19.5,20.9,22.5,21.1,0.695,13,14.3,67.1,11.9,9.8,20.1,21.1,0.406,0.417
Wagner,13.5,0.317,18.4,0.35,55.9,0.475,54.5,0.44,20.5,18.7,22.5,22.8,0.705,15.2,15.4,71.4,10.5,9.3,23.8,21.3,0.613,0.5
Wake Forest,15.7,0.345,16.5,0.359,53.3,0.471,55.8,0.495,18.1,20,23.3,19.8,0.68,14.4,14.2,70.4,8.2,9.2,22.3,23.4,0.419,0.4
Wash State,20.9,0.347,20,0.348,52.5,0.479,52,0.479,15.3,17,17.9,16.5,0.688,12,12.2,64.6,8.5,7.4,21.7,20.4,0.406,0.091
Washington,15.5,0.343,16.4,0.342,56.8,0.47,56.7,0.47,17.1,17.1,19.2,18.3,0.683,13.2,12.3,68.4,11.3,8.7,21.8,19.4,0.529,0.539
Weber State,16.9,0.406,12.9,0.289,52.3,0.537,55,0.447,17.1,17.6,20.7,18.5,0.73,12.3,10.9,66.8,7.9,7.7,25.6,19.9,0.8,0.546
WI-Grn Bay,14.3,0.33,18.8,0.34,52,0.473,52.8,0.458,17.3,18.4,21,17.9,0.747,13.4,11.6,65.9,9.2,7.3,23,19.8,0.515,0.375
WI-Milwkee,21.8,0.308,18.1,0.327,53.9,0.435,58.4,0.511,16.3,18.6,19.4,17.6,0.674,14.3,11.7,68.3,8.4,10.9,20.6,24.4,0.2,0.25
Wichita St,19.6,0.339,18.9,0.322,55.5,0.496,51.8,0.436,17.9,18,20.3,19.8,0.699,12.6,12.9,66.5,11.5,7.4,23.3,19.1,0.769,0.5
Winthrop,18.4,0.313,18.4,0.326,49.6,0.464,51.5,0.461,17.3,16.3,17.9,18.9,0.695,13.2,11.3,63.3,7.8,8.7,20.7,21.3,0.393,0.6
Wisconsin,22.4,0.33,13.4,0.289,56,0.48,54,0.428,14,17.3,16.6,13.9,0.634,9.8,11.2,63.6,10.5,7.7,24.3,22.8,0.657,0.625
Wm & Mary,19.6,0.373,19.2,0.319,51,0.521,58.1,0.494,15.7,17,19.2,17.5,0.711,13.1,10.4,66.2,7.1,10.6,23,20.6,0.414,0.286
Wofford,18.3,0.307,15.6,0.306,52.5,0.432,48.5,0.484,17.3,14.5,14.7,18.5,0.732,12.8,14,64.4,7.5,7.4,20.8,23.8,0.387,0.286
Wright State,16.8,0.346,17,0.305,50.7,0.484,47.5,0.473,18.3,17,16.7,20.7,0.715,13.2,15.8,64.9,7,8.1,20.7,21.5,0.629,0.75
Wyoming,20.3,0.318,15,0.323,48.2,0.508,49.7,0.482,15.4,18.8,19.2,16.4,0.672,11.5,13.1,62.4,6.6,8,19.3,21.8,0.563,0.667
Xavier,12.9,0.35,20.7,0.321,51,0.492,53.7,0.458,17.4,18.8,21.1,17.9,0.667,13,11.8,65.3,9,8.5,23.2,19.5,0.548,0.438
Yale,16.7,0.333,16.9,0.382,51.7,0.45,50.9,0.492,18.9,19.6,22.2,20.5,0.728,14.3,13.2,66.2,10,7.9,20.7,20.3,0.414,0.714
Youngs St,20.3,0.359,17.3,0.356,56.8,0.465,58.4,0.465,17.8,17.9,20.5,20.7,0.688,11.8,12.5,70.6,8.3,9.6,22.7,24.3,0.484,0.444
